Latitude,Longitude,BusinessName
52.44578900000000,-1.88440200000000,100 Degrees East
52.48513400000000,-1.91132100000000,1000 Trades
52.53425800000000,-1.83115700000000,1580 Contemporary Indian Dining
52.44898100000000,-1.93087400000000,19 Gales Farmhouse Foods
52.47612200000000,-1.89509900000000,1st United Bakery
52.46400400000000,-1.87711200000000,2 Joy Cafe
52.46703400000000,-1.82087400000000,2 Ms Supermarket
52.44261000000000,-1.95677600000000,2 M'S Supermarket
52.46042920000000,-1.80201360000000,2 Treat U
52.48199500000000,-1.89901600000000,200 Degrees Coffee Shops Ltd
52.42055300000000,-1.90362700000000,202 Fd Hospital
52.47439100000000,-1.89956400000000,24 7 Convenience Express
52.50001500000000,-1.86562500000000,3 Schooners Wines
52.48903274536130,-1.90733599662781,3 Threes Coffee Lounge
52.48017700000000,-1.89610500000000,3 Threes Coffee Lounge
52.47813900000000,-1.89867200000000,3-D News & Wine
52.52569198608400,-1.90437102317810,5 Flavours Take Away Limited
52.50395570000000,-1.93865030000000,5 Star Supermarket
52.48167900000000,-1.89661800000000,6/8 Kafe
52.49325600000000,-1.84520200000000,7 Star Food and Wine (New premises)
52.46963400000000,-1.84078100000000,786 Diner
52.52194900000000,-1.84305300000000,99p Store
52.58583900000000,-1.82923200000000,99p Stores
52.54509200000000,-1.93166800000000,99p Stores
52.55047600000000,-1.85914500000000,99p Stores
52.46241900000000,-1.81307800000000,99p Stores Ltd
52.46460500000000,-1.77712500000000,9th Kitchen
52.46759800000000,-1.85163700000000,A & K Superstore
52.45225000000000,-1.87299500000000,A & S Supermarket
52.47612200000000,-1.89509900000000,A Barnes Groceries
52.49770300000000,-1.86451300000000,A Chef For All Seasons
52.49287700000000,-1.91587000000000,A D Hockley Catering - Unit 11
52.42137900000000,-1.89152300000000,A E Franklin
52.41756900000000,-1.92986400000000,A E Hughes & Son
52.51291200000000,-1.88007000000000,A J Food Store
52.45225000000000,-1.87299500000000,A K Halal Meat
52.53515200000000,-1.82795400000000,A K Holder Limited
52.50535964965820,-1.91069102287292,A K Kebab House
52.51814500000000,-1.85627100000000,A Latif Butchers
52.47405300000000,-1.85196800000000,A M Mohammedi Stores
52.48702900000000,-1.80447600000000,A One Newsagent
52.47213900000000,-1.93073500000000,A Taste Of Persia ( Shiraz)
52.51464100000000,-1.90221400000000,A Yah So Nice Blue Marlin Takeaway
52.50053300000000,-1.93823300000000,A&A Foods
52.49331850000000,-1.82152880000000,A&A Supermarket
52.47612200000000,-1.89509900000000,A&P Doherty
52.43857400000000,-1.87057800000000,A&R Newsagents
52.54486500000000,-1.86571000000000,A1 Convenience Store
52.48784500000000,-1.90563100000000,A1 Garages
52.47439100000000,-1.89956400000000,Aadams
52.44788720000000,-1.82660290000000,Ababeel Restaurant & Hotel
52.52951000000000,-1.83677700000000,Abbey Rc Jmi School
52.52605438232420,-1.87139797210693,Abbey Rose Care Home
52.52621200000000,-1.83132000000000,Abbey Rose Nursing Home
52.45340650000000,-1.81780510000000,Abbi'S Off Licence
52.56483500000000,-1.78788900000000,Abc Day Nursery
52.47397000000000,-1.85267140000000,Abims Food and Wine
52.47593300000000,-1.90540600000000,AC Hotel Birmingham
52.45730000000000,-1.95760100000000,Accord Housing
52.42561700000000,-1.86866000000000,Accord Housing Association Limited
52.52967900000000,-1.93860500000000,Acfold Post Office
52.46587300000000,-1.83839500000000,Acha Chinese Cuisine
52.44567300000000,-1.82603700000000,Acocks Green Bowl
52.44602300000000,-1.82610900000000,Acocks Green Junior And Infant School
52.44362700000000,-1.82283800000000,Acocks Green Methodist Church
52.51846200000000,-1.92801000000000,Acorn Care Home
52.59997000000000,-1.84868100000000,Acorn Motor Company Ltd
52.43510400000000,-1.93828000000000,Acorns Childrens Hospice Trust
52.48452700000000,-1.90481300000000,Actress & Bishop
52.46988000000000,-1.89147800000000,ADAB Catering
52.49127800000000,-1.89328100000000,Adam Halal Foods Ltd
52.47981300000000,-1.90143600000000,Adams
52.48810500000000,-1.85981500000000,Adderley Childrens Centre.
52.48382700000000,-1.86105100000000,Adderley Junior & Infant School
52.48694000000000,-1.86249900000000,Adderley News
52.46400400000000,-1.87711200000000,Addis Cafe
52.54894100000000,-1.86050700000000,Adecyn Homes Acorn Lodge
52.45531463623050,-1.87350201606750,Adils
52.52276060000000,-1.84039210000000,Admiral Casino
52.50241900000000,-1.87752100000000,Advance Enablement
52.50548800000000,-1.85650400000000,Adventure Island Mini Golf
52.48622750000000,-1.86379330000000,Afak Trading Ltd
52.49566430000000,-1.89058170000000,Afia's Food Limited
52.51632200000000,-1.90172400000000,African Conection
52.50996400000000,-1.88891900000000,African Continental Market
52.47612200000000,-1.89509900000000,African Foods
52.56069183349610,-1.82068598270416,Age UK Birmingham Ltd
52.52527500000000,-1.82980600000000,Agnes House
52.44242550000000,-1.83331210000000,Ah Ya So Nice Authentic Caribbean
52.47147100000000,-1.83052800000000,Ahmed Supermarket
52.51735200000000,-1.82128900000000,Ahmeds Spice
52.45336600000000,-1.86632600000000,Aj International
52.51483400000000,-1.93352700000000,Ak Kebab House
52.50745540000000,-1.90256450000000,AK Superstore
52.46288500000000,-1.88122200000000,Akalya Superstore
52.42566400000000,-1.92219000000000,Akash Tandoori Restaurant
52.47121800000000,-1.94101200000000,Akbars
52.42425200000000,-1.92141300000000,Akram'S Kashmiri Restaurant
52.45285050000000,-1.85112250000000,Al Ameen Primary School
52.47557480000000,-1.84231600000000,Al- Assala Moroccan Restaurant
52.45766600000000,-1.87642400000000,Al -Bader Restaurant
52.51540400000000,-1.85667800000000,Al Baraka Food Store
52.50240340000000,-1.91837630000000,Al Bohair
52.46618000000000,-1.87740000000000,Al Bulushi Cafe
52.45477310000000,-1.87338090000000,Al Faisals
52.45033800000000,-1.84483800000000,Al Furqan Primary School
52.46290700000000,-1.87627600000000,Al Fursan Restaurant
52.47374700000000,-1.84474100000000,Al Haj Qurban
52.49124100000000,-1.85852400000000,Al Halal Supermarket
52.44496200000000,-1.85964300000000,Al Halal Supermarket
52.45202255249020,-1.81848800182343,Al Madinah Halal Meat Limited
52.45377400000000,-1.87765600000000,Al Madinah Mini Market
52.45090300000000,-1.86656900000000,Al Mustafa
52.47081100000000,-1.86187200000000,Al Qasabah Restaurant
52.47013100000000,-1.84977400000000,Al Risaalah
52.44724700000000,-1.86084200000000,Al Shazan (Kebab House)
52.46527470000000,-1.87698860000000,Al Uruba Cafe & Restaurant
52.47203200000000,-1.86351280000000,Alam Restaurant
52.47341300000000,-1.84995400000000,Alamgeer Food Store
52.47027000000000,-1.86075400000000,Albaraka Butcher and Grocery Store
52.47812100000000,-1.84784700000000,Albela
52.39450900000000,-1.97348700000000,Albert Bradbeer Primary Academy
52.49351800000000,-1.86839900000000,Albion Vaults
52.41045200000000,-1.88700800000000,Alcester News
52.48574000000000,-1.78688400000000,Alcoa Europe Limited
52.47715500000000,-1.80784800000000,Alcombe House Ltd
52.48266800000000,-1.83353300000000,Alderman Bowen Adult Training Centre
52.56143300000000,-1.82419300000000,Aldi
52.42729100000000,-1.84122700000000,Aldi
52.46134800000000,-1.87305800000000,Aldi
52.54741900000000,-1.85866700000000,Aldi
52.40562300000000,-1.88650500000000,Aldi
52.45498700000000,-1.79284500000000,Aldi
52.49759200000000,-1.89691900000000,Aldi Foodstore Ltd
52.47937200000000,-1.82291500000000,Aldi Foodstore Ltd
52.53677500000000,-1.87422700000000,Aldi Foodstore Ltd
52.44411100000000,-1.93592800000000,Aldi Foodstore Ltd
52.49145400000000,-1.81682800000000,Aldi Foodstore Ltd
52.44447708129880,-1.81693005561829,Aldi Foodstore Ltd
52.41371100000000,-1.97205000000000,Aldi Store Limited
52.42391204833980,-1.84815096855164,Alfresco Fusion Ltd
52.49313400000000,-1.82857500000000,Al-Furqan Supermarket
52.47392800000000,-1.83855700000000,Al-Haj Qurban Ali And Sons Foodstore
52.44471200000000,-1.93464700000000,Ali Baba Lounge
52.50388290000000,-1.87585300000000,Ali Baba's Kebab House
52.45364379882810,-1.86588394641876,Ali Fish Bar
52.49034500000000,-1.82674500000000,Ali Foodstore
52.46884400000000,-1.85575400000000,Ali Meat Products
52.42777360000000,-1.92257780000000,Alicias Micro Bakehouse
52.43094500000000,-1.89245600000000,Ali'S Food Store
52.51518100000000,-1.90296400000000,Alisha Polski Skelp
52.53755300000000,-1.87942900000000,Alishaan
52.48820800000000,-1.84860800000000,Alishan Butcher
52.48208900000000,-1.90277200000000,All Bar One
52.47810500000000,-1.91248300000000,All Bar One
52.47813800000000,-1.89867200000000,All Bar One
52.47863500000000,-1.90037900000000,All Greek Street Food
52.44031260000000,-1.82564820000000,All In One
52.47024000000000,-1.86605400000000,All Saints Church
52.58647200000000,-1.83805600000000,All Saints Church Centre
52.43283140000000,-1.89463790000000,All Saints Community Cafe
52.43313040000000,-1.89360020000000,All Saints Youth Project
52.47612200000000,-1.89509900000000,All Seasons Fish Mongers
52.45549700000000,-1.77215200000000,All U Need Is Cake
52.50341000000000,-1.89944000000000,Alla-Amin Mini Market
52.41538040000000,-1.97039710000000,Allegro Lounge
52.42118200000000,-1.91458100000000,Allens Croft Primary School
52.41267900000000,-1.98137200000000,Allens Cross Community Centre
52.54729900000000,-1.81134600000000,Alliance In Partnership
52.45907800000000,-1.95296300000000,Alliance in Partnership
52.46751403808590,-1.77918601036072,Alliance in Partnership
52.53805300000000,-1.79776300000000,Alliance In Partnership
52.45336600000000,-1.86632600000000,Alliance Pharmacy Ltd
52.53542800000000,-1.90507200000000,Allsorts
52.46716400000000,-1.85690800000000,Al-Mirage Banqueting Suites
52.39013900000000,-1.96903800000000,Alphabets @ Cofton
52.40489400000000,-2.01662400000000,Alphabets @ Frankley Plus
52.40398700000000,-1.99883800000000,Alphabets @ Hollymoor
52.45846000000000,-1.88885700000000,Al-Qamar Restaurant Ltd
52.43437600000000,-1.89003500000000,Als Diner
52.48120700000000,-1.83000500000000,Alston Junior School
52.48689800000000,-1.94352400000000,Alton Takeaway
52.49063500000000,-1.85569800000000,Alum Rock Kebab House
52.47593300000000,-1.90540600000000,Aluna
52.39783780000000,-1.96098710000000,Alvechurch Wines & Spirits
52.48814600000000,-1.84186300000000,Al-Zaka Halal Meat
52.46900100000000,-1.89424700000000,AM Pakistan Catering
52.47676920000000,-1.85538590000000,Aman Supermarket Saleh Limited
52.46785300000000,-1.87791100000000,Amanah Day Nursery
52.47988400000000,-1.90068500000000,Amantia
52.46884400000000,-1.85575400000000,Ambala Sweet Centre
52.46505600000000,-1.98728100000000,Amber Tavern
52.45439600000000,-1.89774100000000,Amberley Court Nursing Home
52.39404770000000,-1.97487720000000,Ambika News
52.50636800000000,-1.81648600000000,Ambridge Community Centre
52.45285300000000,-1.86547400000000,Amer Tandoori
52.41375600000000,-1.97188800000000,American Slice
52.53899800000000,-1.87715400000000,Amethyst Cakes
52.48657200000000,-1.93973900000000,Amir Supermarket
52.45430000000000,-1.87334300000000,Amir-E-Millat Mosque & Community Cen
